ticker,score_date,headlines,actual_return,haiku,sonnet,opus
KLAC,2026-06-16,"[""KLA (KLAC) Stock After Split And Strong AI Outlook Is The Valuation Still Attractive"", ""KLAC (NASDAQ:KLAC) Is a Rare Value Find With Perfect Valuation and Strong Fundamentals"", ""KLA Corporation (KLAC) Announces Ten-for-One Forward Stock Split"", ""Stock Traders Buy High Volume of KLA Put Options (NASDAQ:KLAC)"", ""KLA (KLAC) Stock Valuation After 10 For 1 Split And Strong Earnings Momentum"", ""Which S&P500 stocks have an unusual volume on Monday?"", ""Barlcays Lifts KLA (KLAC) Price Target by $500. Here is Why"", ""Amkor Technology Stock Is An Amplifier, Not An Alternative"", ""The Zacks Analyst Blog Highlights Costco, Lam Research, KLA, Blue Ridge and AXIL"", ""Jim Cramer Calls KLA Corporation \u201cToo Risky\u201d""]",0.13411705888627234,72.0,72.0,45.0
KVUE,2026-06-16,"[""How major US stock indexes fared Monday 6/15/2026"", ""Sculptor Capital LP Increases Stake in Kenvue Inc. $KVUE"", ""Alberta Investment Management Corp Raises Stake in Kenvue Inc. $KVUE"", ""Kenvue Inc. $KVUE Shares Acquired by Aigen Investment Management LP"", ""Sachem Head Capital Management LP Sells 27,220,000 Shares of Kenvue Inc. $KVUE""]",-0.030927817980781213,-35.0,-15.0,15.0
LOW,2026-06-16,"[""S&P 500 Stocks Trading At 52-Week Low"", ""HF Foods: Inside The Tug-Of-War Behind A Cheap Stock (NASDAQ:HFFG)"", ""Adobe Stock Hits Multi-Year Low As AI and Blackmagic Threaten Its Creative Empire"", ""Trading Near Its 52-Week Low, Is Palantir Technologies Stock a Buy?"", ""A Place Where Some AI Stocks Are Still Cheap: China"", ""Brookfield Corporation (BN) Is A Cheap Stock In Bill Ackman\u2019s Portfolio"", ""Alkeon Capital Management LLC Sells 180,000 Shares of Lowe's Companies, Inc. $LOW"", ""Leidos Holdings stock hits 52-week low at 121.16 USD"", ""Stocks Trading At 52-Week Low"", ""Fox stock hits 52-week low at 48.34 USD""]",-0.04294263990940903,-35.0,-25.0,-25.0
LYFT,2026-06-16,"[""Bumble, Snap, and Lyft Stocks Trade Up, What You Need To Know"", ""Price Disparities in Ride-Hailing Services: A Look at LYFT"", ""Q1 Earnings Recap: Lyft (NASDAQ:LYFT) Tops Gig Economy Stocks"", ""Mobileye to launch robotaxi business in US next year""]",-0.004201643351844722,35.0,35.0,25.0
MCK,2026-06-16,"[""McKesson Stock (MCK) Opinions on Recent Earnings Miss and Insider Sales"", ""Barclays Maintains Overweight Rating on McKesson (MCK)"", ""McKesson Corporation (MCK) Stock Analysis: A Strong Buy With 20% Upside Potential"", ""Is McKesson\u2019s New US$2.25 Billion Term Loan Reshaping the Investment Case for MCK?""]",-0.05166598865367601,35.0,35.0,35.0
MKC,2026-06-16,"[""Landscape Capital Management L.L.C. Buys Shares of 22,671 McCormick & Company, Incorporated $MKC"", ""Activist Stake And Unilever Deal Put McCormick\u2019s Valuation In Focus"", ""McCormick Draws Toms Capital As Unilever Food Deal Reshapes Value""]",-0.030938739710967358,42.0,35.0,35.0
MOS,2026-06-16,"[""Mosaic (MOS) Stock Could Be 16% Undervalued After Upgrades And China Trade Deal"", ""Mosaic (MOS) secures $1B delayed draw loan to refinance existing debt"", ""The Mosaic Company (MOS) Secures $1 Billion Credit Facility"", ""Mosaic Stock Jumped Almost 8% in a Single Day. Here\u2019s Where MOS Could Go in 2026"", ""Hormuz reopening may not quickly free fertilizer shipments (MOS:NYSE)"", ""Mosaic\u2019s Capex Cut Amid Margin Pressure Might Change The Case For Investing In MOS"", ""Mosaic Eyes Fertilizer Upside From China Trade Deal And Cycle Turnaround"", ""Why Fertilizer Stocks Didn\u2019t Sell Off on Iran Peace Deal Announcement""]",0.014292275625149108,35.0,35.0,35.0
MRVL,2026-06-16,"[""MRVL Stock Inches Lower Premarket: Outgoing CFO Files To Sell $65M Shares"", ""MRVL 260618 372.50C (MRVL260618C372500) Stock Options Chain | Quotes & News"", ""MRVL Stock Alert: Nvidia's $2B Bet Changes Everything! (Buy Now?) Nio Stock (lVvlw7OGMx)"", ""Marvell Technology Inc (MRVL) Stock Up 10.4% but GF Value Says O"", ""$MRVL stock rose 6% this week. Here's what we see in our data."", ""What's Going On With Marvell Technology Stock Monday?"", ""Marvell Technology Inc Stock (MRVL) Moved Up by 7.54% on Jun 15: What Signal Does It Send?"", ""How Marvell Broke The Law Of Large Numbers"", ""MRVL 260618 382.50C (MRVL260618C382500) Stock Options Chain | Quotes & News"", ""MRVL 260618 67.50P (MRVL260618P67500) Stock Options Chain | Quotes & News""]",0.10474744506874531,35.0,62.0,45.0
NEE,2026-06-16,"[""Ackman teases four new stock bets in new fund"", ""Dominion acquisition terms and pro forma results outlined by NextEra Energy (NYSE: NEE)"", ""The Only New Stock I've Bought This Year Is the Perfect Addition Amid a Historically Pricey Stock Market"", ""Why a Big Bank\u2019s New CEO Appointment Is Rocking Financial Stocks"", ""9 New 4-Star Stocks This Week"", ""Cathie Wood buys $529.7 million of popular new stock"", ""Is PPL Corporation Stock Underperforming the Nasdaq?"", ""Is DTE Energy Stock Underperforming the Nasdaq?"", ""NextEra Deal Recasts Dominion Energy As Data Center And Renewables Powerhouse""]",-0.001739551432672476,35.0,15.0,15.0
NOK,2026-06-16,"[""Nokia (NYSE:NOK) Stock After 127% YTD Surge Is The Rally Justified"", ""Why Is Nokia Stock Surging On Monday?"", ""Can Nokia's Latest AI Framework Boost Its Competitive Edge?"", ""Nokia Stock (NOK) Opinions on AI Infrastructure Growth"", ""Nokia shares rise on Wall Street push for AI optical network plan"", ""Ubiquiti Buoyed by a Flexible Business Model: Worth a Buy Now?""]",0.032188896829353414,72.0,72.0,55.0
NWS,2026-06-16,"[""Massive News for Marvell Stock Investors!"", ""News Corporation (NWS) reports major buybacks under US$1B share repurchase plan"", ""Indiana's A, New York's F: how your state scored on 2026 housing report card"", ""Given the News Out of WWDC, Was Warren Buffett Right to Sell Apple Stock?""]",-0.055000846024835626,15.0,-5.0,20.0
OMC,2026-06-16,"[""Omnicom Group (OMC) Stock Valuation Check After Recent Performance And Interpublic Deal Narrative"", ""McCann Study On Upward Class Puts Omnicom Valuation In Focus""]",-0.06229804218324332,35.0,35.0,10.0
PFE,2026-06-16,"[""Here's When Pfizer's CEO Says the Company Might Get Back to Generating High-Single-Digit Growth"", ""Is Pfizer's Discounted Valuation a Buying Opportunity or a Value Trap?"", ""Pfizer Holds Near $26, Dividend Draws Watch as Drug Prices Cloud Outlook"", ""NVAX Stock Rises Overnight Ahead Of Q4 Print With Pfizer Tailwinds \u2014 Analyst Warns Of 20% Crash"", ""The Zacks Analyst Blog Highlights Pfizer, Altria, Newmont, Koil Energy and Stratus Properties"", ""Top Research Reports for Pfizer, Altria & Newmont Corp."", ""Investors Heavily Search Pfizer Inc. (PFE): Here is What You Need to Know"", ""Factbox-Global drugmakers rush to boost US presence as tariff threat looms"", ""Pfizer Obesity Pipeline Gains Traction As Berobenatide Data Support Valuation"", ""Pfizer (PFE) Upgraded at RBC Capital. Here is Why""]",-0.03686639623921257,-15.0,-15.0,5.0
PSX,2026-06-16,"[""Phillips 66 (PSX) Stock Slides as Market Rises: Facts to Know Before You Trade"", ""Phillips 66 (PSX) Stock Down 3.5% but Still Overvalued -- GF Sco"", ""First Chinese-backed company is listed on Pakistan's stock market: media report"", ""Phillips 66 falls as crude oil drops sharply on U.S.-Iran deal optimism"", ""Venture Visionary Partners LLC Grows Stock Holdings in Phillips 66 $PSX"", ""Phillips 66 (PSX) sees a more significant dip than broader market: Some facts to know"", ""Bollard Group LLC Cuts Position in Phillips 66 $PSX"", ""NFJ Investment Group LLC Boosts Stake in Phillips 66 $PSX"", ""7,190 Shares in Phillips 66 $PSX Bought by Perryman Financial Advisory Inc. AD"", ""PSX extends rally, crosses 180,000 mark""]",-0.020872071731922237,-35.0,-35.0,-15.0
QUBT,2026-06-16,"[""Quantum Computing Stock Rallies 12% Ahead of Major June Conference Schedule and Photonics Platform Showcase"", ""QUBT Stock Draws Attention As Conferences And Ownership Filing Hit"", ""Quantum Computing (QUBT) is One of the Best Computer Hardware Stocks to Buy for Next 5 Years, Here is Why"", ""Quantum Computing (QUBT) Sees Strong Bullish Momentum"", ""Quantum Computing and D-Wave Quantum Jump 12%, Rigetti Climbs 9%, IonQ Gains 6% Amid Risk-On Optimism"", ""Quantum Computing: A Speculative Buy In An Emerging Technological Frontier (NASDAQ:QUBT)"", ""Quantum Computing stock jumps as analysts see product catalysts"", ""Tekken 7 Combo Breaker 2019 Auction Tournament Qubt Stock (b2G430jPJD)"", ""Jensen Huang Says AI Is 'Control Plane\u2019 Of Quantum Machines As Nvidia Launches Ising \u2014 Quantum Computing Stocks QBTS, RGTI, QUBT Soar"", ""QUBT Upgraded by Ascendiant Capital -- Price Target Raised to $3""]",0.041501984292833055,72.0,72.0,62.0
ROKU,2026-06-16,"[""Fox to buy streaming pioneer Roku in a $22 billion deal - ABC News"", ""Stocks making the biggest moves premarket: SpaceX, United Airlines, Roku & more"", ""Roku Stock Jumped 20% on Friday. The Index Move Coming June 22 Could Matter More Than the Buyout Buzz."", ""With Roku Stock Near Highs, Is It Worth It?"", ""5 Potential Buyers of Roku That Actually Make Sense"", ""Wedbush downgrades Roku stock rating to neutral on Fox deal risk"", ""Why Did ROKU, SNDK, C Stocks Hit 52-Week Highs Last Week?"", ""Roku, Inc. (ROKU) Fox Corporation, - M&A Call - Slideshow (NASDAQ:ROKU) 2026-06-15"", ""Please, Don't Give My Roku Stock Away"", ""Shareholder Alert: Ademi LLP investigates whether Roku, Inc. is obtaining a Fair Price for Public Shareholders""]",-0.019934759411642317,35.0,62.0,65.0
SHOP,2026-06-16,"[""Why Shopify (SHOP) Stock Is Trading Up Today"", ""Should You Buy SpaceX After Its IPO? Here Are 3 Lessons to Heed from Warren Buffett"", ""Is it Too Late to Buy AMD Stock?"", ""Rivian's R2 Has Arrived. Is Now the Time to Buy the Stock?"", ""Roku Stock Hits a New 52-Week High: Is It a Buy?"", ""Is Roku, Inc. (ROKU) A Good Stock To Buy Now?"", ""Corning vs. QuantumScape: Which Technology Stock Is a Better Buy in 2026?"", ""Microsoft (MSFT): The Top Strong Buy Stock to Invest In"", ""Trading Near Its 52-Week Low, Is Palantir Technologies Stock a Buy?"", ""Should You Buy Eli Lilly Stock Now or Wait for a Dip?""]",-0.04636580274090859,35.0,15.0,10.0
SNOW,2026-06-16,"[""71 West Capital Partners Purchases New Shares in Snowflake Inc. $SNOW"", ""Snowflake Inc. (SNOW) Is a Trending Stock: Facts to Know Before Betting on It"", ""CRM, SNOW, WDAY Stocks Hit 52-Week Lows: What's Driving The Selloff?"", ""Snowflake Inc. $SNOW Stock Holdings Reduced by Scge Management L.P."", ""Clear Street Group Inc. Buys 86,051 Shares of Snowflake Inc. $SNOW"", ""Atlassian, Tenable, and Snowflake Shares Skyrocket, What You Need To Know"", ""Domo, Inc. Q1 2027 Earnings Call Summary"", ""What Is The Market Really Expecting From PLTR Stock?"", ""Can TransUnion\u2019s (TRU) Snowflake Integration Quietly Redefine Its Data-Driven Growth Narrative?"", ""Cognizant Ties Physical AI Platform To Partnerships And Undervalued Shares""]",-0.049219581343710746,-15.0,5.0,15.0
STZ,2026-06-16,"[""Constellation Brands (STZ) Stock Valuation After Analyst Updates And Strong Beer Segment In Fiscal 2026 Results"", ""STZ Stock Drops After-Hours On Disappointing FY27 Guidance \u2014 Retail Stays Optimistic For Impending Rally"", ""Constellation Brands (STZ) Stock Valuation Check As Short Term Momentum Returns"", ""Constellation Brands Inc $STZ Shares Bought by Landscape Capital Management L.L.C."", ""TD Cowen Trims Constellation Brands (STZ) Price Target on Higher Marketing Spend"", ""Constellation Brands (STZ) Is Up 5.4% After Beer Drives 91% Of Sales In Fiscal 2026""]",-0.018041815921891434,18.0,15.0,15.0
TECH,2026-06-16,"[""Tech stocks today: SpaceX becomes more valuable than Tesla"", ""Robinhood Stock Rises as It Adds to Wave of Mass Tech Layoffs"", ""Corning vs. QuantumScape: Which Technology Stock Is a Better Buy in 2026?"", ""Emerging Stocks Near Record High on Tech Gains, Lower Oil Prices"", ""New Research Warns AI Stock Advice Heavily Favors Tech and May Heighten Investment Risks"", ""Semiconductor stocks surge as the AI tech rally resumes"", ""3 Tech Stocks the Pros Love Now"", ""AMD flirts with a $900 billion valuation after beefing up its memory technology"", ""Exploring 3 High Growth Tech Stocks in US Market"", ""Bio-Techne (TECH) Stock Valuation After New Refeyn Bispecific Antibody Analysis Collaboration""]",-0.007495951777541393,72.0,72.0,45.0
TRGP,2026-06-16,"[""Barclays PLC Sells 98,491 Shares of Targa Resources, Inc. $TRGP"", ""A Look at Targa Resources Corp (TRGP) After 3.8% Decline -- GF V"", ""Is Targa Resources Stock a Smart Hold in Today's Market?"", ""TRGP Earning Date, Earning Analysis and Earning Prediction"", ""Targa Resources, Inc. $TRGP Shares Purchased by Icon Wealth Advisors LLC"", ""TRGP Technical Analysis & Stock Price Forecast"", ""Adams Natural Resources Fund Inc. Buys 27,800 Shares of Targa Resources, Inc. $TRGP"", ""FLEX LNG vs. Targa Resources: Which Midstream Energy Stock Is a Better Buy in 2026?"", ""NGL Energy Partners (NGL) Stock Jumps 5.6%: Will It Continue to Soar?""]",0.01859988149288875,15.0,15.0,10.0
UNH,2026-06-16,"[""The Deliberate Shrinkage That Signaled UnitedHealth Stock\u2019s Surge"", ""UnitedHealth Group (UNH) stock moves -1.28%: What you should know"", ""UnitedHealth Group Stock (UNH) Opinions on Analyst Upgrades"", ""Is UnitedHealth Stock Undervalued in 2026? TIKR\u2019s $680 Target and the Margin Test"", ""UnitedHealth Group (UNH) Stock Analysis: Navigating Growth Amidst a Stable Dividend Yield"", ""1 Top Wall Street Analyst Thinks CVS Health Could Jump Another 13%. Should You Load Up on the Stock?"", ""Many Hedge Funds Bought Up This Stock Last Quarter \u2014 And You\u2019ve Probably Never Heard of It"", ""Beat the Market Like Zacks: FirstCash, Cisco, Bread Financial in Focus"", ""Jim Cramer on UnitedHealth: \u201cBuy It\u201d""]",-0.0023794952415709834,32.0,-5.0,25.0
VRT,2026-06-16,"[""Vertiv Stock Hides Its True Risk In Plain Sight"", ""Vertiv (VRT) Stock After 173% Yearly Surge Is The AI Infrastructure Story Priced In"", ""VRT vs. SMCI: Which Data Center Infrastructure Stock Is a Better Buy?"", ""Vertiv Stock Eyes $400 on AI Data Center Surge"", ""Vertiv Holdings Co. $VRT Position Raised by Talos Eurisko Asset Management LP"", ""Here is what to know beyond why Vertiv Holdings Co. (VRT) is a trending stock"", ""Is Vertiv Holdings Co (VRT) A Good Stock To Buy Now?"", ""Here\u2019s why Vertiv Holdings Co (VRT) is One of the Hot Stocks to Buy for June"", ""A Boring Data Center Stock That Is Set To Deliver On Its 7x Revenue Target By 2028"", ""How Investors May Respond To Vertiv (VRT) Expanding AI Data Center Cooling And Declaring A Dividend""]",0.19479300454819878,72.0,65.0,55.0
XLE,2026-06-16,"[""Energy shares sink as U.S.-Iran peace deal lowers oil disruption risk (XLE:NYSEARCA)"", ""Energy Select Sector SPDR (XLE) Pivot Points Analysis"", ""Sector Update: Energy Stocks Fall Late Afternoon"", ""Sector Update: Energy Stocks Fall Monday Afternoon"", ""Sector Update: Energy"", ""Exchange-Traded Funds Rise, US Equities Rise After Midday"", ""Sector Update: Energy Stocks Fall Premarket Monday"", ""Exchange-Traded Funds, Equity Futures Higher Pre-Bell Monday Amid US-Iran Ceasefire"", ""When the AI Trade Collapses, These 3 S&P 500 Sectors Are Your Best Bet"", ""How Is Devon Energy\u2019s Stock Performance Compared to Other Energy Stocks?""]",-0.016440222087393295,-45.0,-45.0,-35.0
XOM,2026-06-16,"[""Exxon Mobil (XOM) Stock Falls Amid Market Uptick: What Investors Need to Know"", ""Exxon Mobil (XOM) Stock Looks 17% Undervalued After Recent Pullback"", ""The Number That Could Test Exxon Mobil Stock"", ""5 of the Best Core Stocks to Own"", ""$XOM stock is down 5% today. Here's what we see in our data."", ""XOM Upgraded by B of A Securities -- Price Target Announced at $154"", ""This Exxon Mobil Analyst Turns Bullish; Here Are Top 5 Upgrades For Tuesday"", ""Should You Buy ExxonMobil Stock in 2026 After Gross Margin Fell to Its Lowest Level in Eight Quarters?"", ""Why is Exxon Mobil stock sliding today?"", ""Is Exxon Mobil's Recent Surge Sustainable Amid Middle East Tensions""]",-0.023896795256330122,35.0,15.0,25.0
ABBV,2026-06-15,"[""AbbVie (ABBV) Stock Weighs DCF Upside Against Elevated P/E At US$227.73"", ""AbbVie (ABBV) Stock After Steady Gains Can DCF Upside Offset A Lofty P/E Ratio"", ""AbbVie (ABBV) Rises Higher Than Market: Key Facts"", ""June 2026's Noteworthy Stocks Estimated Below Intrinsic Value"", ""3 High-Yield Dividend Stocks to Buy Hand Over Fist in June"", ""3 Ridiculously Cheap Healthcare Stocks to Buy in June"", ""Why a Dividend Portfolio That Pays Your Rent May Beat Homeownership by $500,000 Over 20 Years"", ""What Could Push JNJ Stock Higher From Here?"", ""JNJ Raised the Bar: So Why Is the Stock Standing Still?"", ""3 Stocks Estimated To Be Up To 47.8% Below Intrinsic Value""]",0.03799807981784347,42.0,72.0,35.0
ADBE,2026-06-15,"[""Why Adobe Stock Just Hit Its Lowest Point in 8 Years"", ""Why Adobe (ADBE) Stock Is Falling Today"", ""Adobe Stock Set for 46% Gain After Earnings Beat"", ""Adobe\u2019s Pivot: A Genius Bet Or A Costly Distraction?"", ""I Loved Adobe At $300, I Love It Even More At $200 - Three Reasons To Buy The Stock Now"", ""Why Is Adobe Stock Crashing, and is it a Buying Opportunity?"", ""ADBE, VEEV Rise Overnight: Michael Burry Boosts Stakes On 'Lighter Expectations Stocks'"", ""Adobe stock sinks as CFO departs for Marvell"", ""Adobe: The Turnaround Is Looking Further And Further Away"", ""Adobe: The AI Discount Is Not Yet Fully Priced (NASDAQ:ADBE)""]",-0.05553404779761406,-25.0,-25.0,5.0
AEE,2026-06-15,"[""The Technical Signals Behind (AEE) That Institutions Follow"", ""Will Ameren's (AEE) Data Center Buildout and 2.2 GW ESAs Reshape Its Risk\u2011Reward Narrative""]",0.0011864282946262145,42.0,35.0,20.0
AIG,2026-06-15,"[""American International Group (AIG) Stock Valuation Check After Recent Pullback And Analyst Upside Forecast"", ""American International Group (AIG) Stock After CEO Succession News And Fading Deal Premium Valuation Check"", ""AIG's turnaround continues despite stock weakness: Time to buy?"", ""Discipline and Rules-Based Execution in AIG Response"", ""EG Stock Trades Near 52-Week High: Should Investors Exit or Hold?""]",0.019898540953285734,35.0,-15.0,15.0
ALB,2026-06-15,"[""Albemarle (ALB) Stock After 184% One Year Surge Are Recent Gains Already Priced In"", ""ALB Stock Climbs As Analysts Chase Lithium Upside"", ""Is Albemarle\u2019s (ALB) Analyst-Led Lithium Optimism Reframing Its Core Investment Narrative?"", ""Albemarle (ALB) Sees Significant Morning Gains"", ""Albemarle Stock Jumps As Analysts Hike Price Targets"", ""S&P 500 Movers | Winners: MOS, ALB, STX | Losers: SATS, ADBE, CVNA"", ""DuPont Achieves Renewable Power Milestone in US Healthcare Sites"", ""ATI and BWX Technologies Extend Strategic Partnership Through 2030"", ""BHP Advances Lower-Carbon Conveyor Solutions With BOTON Partnership""]",-0.07229128217047813,72.0,72.0,65.0
AMAT,2026-06-15,"[""Applied Materials (AMAT) Stock Valuation Check After Powerful 1-Year Run"", ""AMAT Shares Surge After-Hours On Blowout Earnings \u2014 CEO Says Global Semiconductor Industry Revenues To Hit $1T In 2026"", ""Jim Cramer Says \u201cI\u2019ll Go for AMAT\u201d"", ""Applied Materials (AMAT) Earnings Preview: AI Chip Demand, Capital Expenditure Trends, & Trade Setups - In Progress"", ""Lam Research and Applied Materials Shares Skyrocket, What You Need To Know"", ""Applied Materials (AMAT) Gets Higher Price Targets from Barclays and Cantor Fitzgerald"", ""Why Did AMAT, AMPG, OSCR Stocks Surge To 52-Week Highs Today?"", ""Cantor Fitzgerald Raises its Price Target on Applied Materials (AMAT)"", ""Applied Materials, Inc. (AMAT) is Attracting Investor Attention: Here is What You Should Know"", ""Applied Materials Tampines Campus Expansion Tests AI Growth And Rich Valuation""]",0.0928676169821115,78.0,85.0,72.0
AMGN,2026-06-15,"[""Amgen (AMGN) Stock Valuation Looks Split Between Analyst Targets And DCF Upside"", ""AMGN DCF Analysis: Intrinsic Value $292 vs Price $355"", ""Amgen taps research firm to reassess Tavneos data"", ""Piper Sandler reiterates Amgen stock rating on Sjogren\u2019s drug"", ""Wall Street Zen Upgrades Amgen (NASDAQ:AMGN) to Buy"", ""Morgan Stanley Raises Amgen (AMGN) Price Target Following a Strong Start for Uplizna"", ""Amgen (AMGN) Stock After Horizon Deal And Strong Multi\u2011Year Gains Is Price Still Reasonable"", ""Atlas Capital Advisors Inc. Takes $2.20 Million Position in Amgen Inc. $AMGN"", ""Amgen Faces Dual Turning Point With IMDYLLTRA Gain And Tavneos Risk"", ""Here\u2019s Why Amgen (AMGN) is Among the 7 Best Longevity Stocks to Buy Now""]",-0.016574897381955462,15.0,35.0,30.0
ANET,2026-06-15,"[""Arista Networks (ANET): 1.6T Launch Shows How AI Fabrics Are Expanding Its Data Center Opportunity"", ""Arista Networks (ANET) Stock After Record AI Demand And Supply Strains Is Valuation Still Attractive"", ""VTI is up 0.2% today, on ANET stock price movement"", ""Arista Networks (ANET) Stock After 63% Yearly Gain Is The Story Fully Reflected In Price"", ""Why Arista Networks (ANET) Is Up 5.8% After Raising 2026 Outlook On Surging AI Networking Demand"", ""Arista Networks Inc Stock (ANET) Moved Up by 4.85% on Jun 12: Key Drivers Unveiled"", ""Cisco Systems (CSCO) \u2013 Among the 10 Best S&P 500 Dividend Stocks to Buy Right Now"", ""Why Arista Networks Stock Flew More Than 4% Higher on Friday"", ""What Cisco Stock Was Really Saying About AI"", ""Will RLS Hyper-Rail Emerge as Ciena's Next Growth Catalyst?""]",0.03234962184986544,72.0,82.0,67.0
APH,2026-06-15,"[""Amphenol (APH) Stock After 67% Annual Surge Are Growth Expectations Getting Stretched"", ""Is Amphenol's Recent Stock Performance a Cause for Concern or an Opportunity"", ""Amphenol likely raising prices due to inflation, shortages: Wedbush (APH:NYSE)"", ""Amphenol (APH) Implements 5% Price Increase Amid Inflation and A"", ""Is Amphenol a Better Buy Than Coherent?"", ""Aptus Capital Advisors LLC Buys 136,163 Shares of Amphenol Corporation $APH"", ""Is APH Overvalued? DCF Says Worth $87"", ""Amphenol Stock\u2019s AI Boom Adds More Market Horsepower, Not a Different Ride"", ""Barclays PLC Has $690.13 Million Position in Amphenol Corporation $APH"", ""Amphenol (APH) Is Up 10.8% After Q1 Beat And $10.5B CommScope Deal - What's Changed""]",0.04647207714147918,62.0,35.0,35.0
ARES,2026-06-15,"[""Should You Be Adding Ares Management (NYSE:ARES) To Your Watchlist Today?"", ""Ares Management: The Fears Are Understood, The Discount Has Overshot (NYSE:ARES)"", ""Is Ares Management Corporation (ARES) A Good Stock To Buy Now?"", ""ARES MANAGEMENT CORPORATION CMN CLASS A - Ro Khanna Congressional Trade on May. 27, 2026"", ""Precision Trading with Ares Management Corporation Class A (ARES) Risk Zones""]",-0.069887695583046,45.0,62.0,35.0
ATO,2026-06-15,"[""Fatal Oak Cliff Explosion Lawsuit Could Be A Game Changer For Atmos Energy (ATO)"", ""Trading the Move, Not the Narrative: (ATO) Edition""]",-5.898385677694172e-05,-35.0,-35.0,-35.0
AXP,2026-06-15,"[""American Express eyes $700M deal for app with 50,000 EU restaurants"", ""American Express stock rises on $700M TheFork acquisition By Investing.com"", ""AXP DCF Analysis: Intrinsic Value $311 vs Price $325"", ""Panagora Asset Management Inc. Buys 59,653 Shares of American Express Company $AXP"", ""2 S&P 500 Stocks to Target This Week and 1 That Underwhelm"", ""American Express Company $AXP Shares Bought by Aptus Capital Advisors LLC"", ""Is American Express (AXP) One of the Best Value Dividend Stocks to Buy Now According to Warren Buffett?"", ""American Express Targets Travelers And Sports Fans While Shares Trade Below Estimates"", ""Piedmont Capital Management LLC NC Takes $2.59 Million Position in American Express Company $AXP"", ""Brown Advisory Inc. Has $100.54 Million Position in American Express Company $AXP""]",0.0078120341105611685,35.0,62.0,35.0
BAX,2026-06-15,"[""Baxter (BAX) Stock After Recent Rebound Is The Discount To DCF Value Warranted"", ""symbol__ Stock Quote Price and Forecast"", ""Baxter International (BAX) Stock Valuation Check After Recent Double Digit Gains And Ongoing Turnaround Plans""]",-0.055261900652949995,35.0,35.0,10.0
BG,2026-06-15,"[""Price-Driven Insight from (BG) for Rule-Based Strategy"", ""Is Archer-Daniels-Midland Stock Outperforming the S&P 500?""]",-0.09414635635003811,25.0,-5.0,10.0
BLDR,2026-06-15,"[""Builders FirstSource (BLDR) Stock Sinks As Market Gains: Here's Why"", ""Builders FirstSource, Inc. $BLDR is Mountaineer Partners Management LLC's 10th Largest Position"", ""Responsive Playbooks and the BLDR Inflection"", ""Builders FirstSource Board Resignation Puts Valuation And Governance In Focus""]",-0.006168849363132178,-35.0,-35.0,-15.0
BRKR,2026-06-15,"[""Bruker Corporation (NASDAQ: BRKR) files S-3 shelf for equity, debt and resale offerings"", ""Price-Driven Insight from (BRKR) for Rule-Based Strategy""]",-0.0017658700459672887,15.0,-20.0,-15.0
C,2026-06-15,"[""Citigroup (C) Stock Valuation After CFO Growth Outlook And Blockchain Trading Expansion"", ""Why Did ROKU, SNDK, C Stocks Hit 52-Week Highs Last Week?"", ""Citigroup (C) Stock Valuation After Blockchain Platform Launch And 52-Week High"", ""Citigroup: 6.3% Yielding Preferred Shares Are Interesting (NYSE:C)"", ""Silver Lake trims Dell (NYSE: DELL) stake with 23,876-share sale"", ""Citigroup (C) Stock After 80% One Year Surge Are Valuation Models Too Cautious?"", ""Jim Cramer on Citigroup: \u201cVery Bullish\u201d"", ""Wall Street Is Gaining Access to New Catastrophe Models to Help Predict Wars"", ""Chinese Economy Stuck in Slow Lane as Consumption Heads for Drop"", ""Citi resets AMD stock price target on key move""]",0.03158415246048654,72.0,72.0,58.0
CAT,2026-06-15,"[""Caterpillar\u2019s Revenue Hit $17.4 Billion in Q1: What the Income Statement Reveals for Investors"", ""Why Red Cat Stock Sank Today"", ""New Hellcat drone built with Ukraine input flies 50+ minutes"", ""Red Cat Stock Surges On US-Israel-Iran War"", ""Caterpillar Stock (CAT) Opinions on AI Data Center Power Demand"", ""Caterpillar Stock and the Five-Billion-Dollar Whisper"", ""Stock Market Today: Dow Rallies 500 Points On U.S.-Iran Deal; Oil Prices Tumble (Live Coverage)"", ""Bull of the Day: Caterpillar (CAT)"", ""Caterpillar and RH have been highlighted as Zacks Bull and Bear of the Day"", ""How Investors May Respond To Caterpillar (CAT) Dividend Hike And Lynn Good\u2019s Board Appointment""]",0.09460026907463627,35.0,35.0,45.0
CCI,2026-06-15,"[""Crown Castle (CCI) Stock After Fiber Exit And Buyback Reset How Fair Is The New Tower Valuation"", ""How Investors Are Reacting To Crown Castle (CCI) Fiber Exit And Debt-Focused Balance Sheet Reset"", ""Is Crown Castle Inc. (CCI) A Good Stock To Buy Now?"", ""Trading the Move, Not the Narrative: (CCI) Edition""]",-0.06333104860736943,-35.0,15.0,10.0
CF,2026-06-15,"[""Canaccord Genuity Group (TSX:CF) Stock After Higher Net Income And Dividend Hike Is The Valuation Still Attractive"", ""CF Industries Holdings Inc. stock underperforms Friday when compared to competitors despite daily gains"", ""(CF) Movement Within Algorithmic Entry Frameworks"", ""DuPont Achieves Renewable Power Milestone in US Healthcare Sites"", ""ATI and BWX Technologies Extend Strategic Partnership Through 2030"", ""BHP Advances Lower-Carbon Conveyor Solutions With BOTON Partnership""]",-0.03086998621027981,35.0,15.0,15.0
